ID_Transacao,Empresa,ID_Operador,Data_Hora,Descricao_Produto,Quantidade,Preco_Unitario,Desconto_Aplicado,Valor_Total,Metodo_Pagamento
104234,pmw2026,104,2026-01-12 23:00:00,Óleo de Soja,3,6.9,0.0,20.7,PIX
104235,pmw2026,101,2026-02-02 23:00:00,Patinho 1kg,3,38.9,0.0,116.7,Cartão de Crédito
104236,pmw2026,104,2026-03-05 20:00:00,Mussarela 1kg,2,45.9,0.0,91.8,Dinheiro
104237,pmw2026,102,2026-01-17 01:00:00,Detergente,3,2.5,0.0,7.5,Cartão de Débito
104238,pmw2026,101,2026-02-10 13:00:00,Mussarela 1kg,1,45.9,0.0,45.9,Dinheiro
104239,pmw2026,101,2026-01-14 15:00:00,Leite Integral,4,5.2,0.0,20.8,Cartão de Crédito
104240,pmw2026,104,2026-01-08 12:00:00,Shampoo,3,18.0,0.0,54.0,Cartão de Débito
104241,pmw2026,103,2026-03-23 08:00:00,Mussarela 1kg,1,45.9,0.0,45.9,PIX
104242,pmw2026,105,2026-02-13 02:00:00,Café 500g,3,16.9,0.0,50.7,PIX
104243,pmw2026,103,2026-03-05 18:00:00,Óleo de Soja,5,6.9,0.0,34.5,Dinheiro
104244,pmw2026,104,2026-03-07 17:00:00,Óleo de Soja,2,6.9,0.0,13.8,PIX
104245,pmw2026,101,2026-02-26 16:00:00,Shampoo,3,18.0,0.0,54.0,PIX
104246,pmw2026,104,2026-02-01 20:00:00,Detergente,2,2.5,0.0,5.0,Cartão de Débito
104247,pmw2026,102,2026-01-17 21:00:00,Feijão 1kg,4,8.5,0.0,34.0,Cartão de Crédito
104248,pmw2026,103,2026-03-29 14:00:00,Óleo de Soja,1,6.9,0.0,6.9,PIX
104249,pmw2026,102,2026-02-14 13:00:00,Shampoo,3,18.0,0.0,54.0,PIX
104250,pmw2026,103,2026-02-23 17:00:00,Shampoo,5,18.0,0.0,90.0,Cartão de Débito
104251,pmw2026,101,2026-01-31 10:00:00,Café 500g,1,16.9,0.0,16.9,PIX
104252,pmw2026,105,2026-02-08 04:00:00,Feijão 1kg,5,8.5,0.0,42.5,Cartão de Crédito
104253,pmw2026,101,2026-01-05 01:00:00,Pão de Forma,1,7.5,0.0,7.5,Dinheiro
104254,pmw2026,105,2026-03-07 05:00:00,Detergente,3,2.5,3.2,4.3,Cartão de Débito
104255,pmw2026,103,2026-02-02 12:00:00,Arroz 5kg,5,24.9,0.0,124.5,Dinheiro
104256,pmw2026,102,2026-03-21 14:00:00,Feijão 1kg,5,8.5,0.0,42.5,Cartão de Crédito
104257,pmw2026,101,2026-01-09 03:00:00,Leite Integral,2,5.2,0.0,10.4,Dinheiro
104258,pmw2026,103,2026-03-02 04:00:00,Detergente,3,2.5,0.0,7.5,Cartão de Débito
104259,pmw2026,104,2026-03-28 04:00:00,Shampoo,1,18.0,0.0,18.0,Cartão de Débito
104260,pmw2026,102,2026-02-07 14:00:00,Arroz 5kg,4,24.9,0.0,99.6,Dinheiro
104261,pmw2026,105,2026-01-22 17:00:00,Shampoo,2,18.0,23.1,12.9,Cartão de Débito
104262,pmw2026,105,2026-01-03 19:00:00,Café 500g,4,16.9,0.0,67.6,Dinheiro
104263,pmw2026,103,2026-01-29 05:00:00,Óleo de Soja,2,6.9,0.0,13.8,Dinheiro
104264,pmw2026,103,2026-03-13 23:00:00,Patinho 1kg,3,38.9,0.0,116.7,Dinheiro
104265,pmw2026,104,2026-03-26 07:00:00,Óleo de Soja,5,6.9,0.0,34.5,Cartão de Débito
104266,pmw2026,103,2026-02-11 13:00:00,Pão de Forma,2,7.5,0.0,15.0,Cartão de Crédito
104267,pmw2026,101,2026-03-15 00:00:00,Feijão 1kg,2,8.5,0.0,17.0,Cartão de Débito
104268,pmw2026,101,2026-01-22 10:00:00,Feijão 1kg,4,8.5,0.0,34.0,Cartão de Débito
104269,pmw2026,101,2026-01-20 19:00:00,Feijão 1kg,3,8.5,0.0,25.5,Cartão de Débito
104270,pmw2026,105,2026-02-24 17:00:00,Shampoo,4,18.0,55.28,16.72,Cartão de Crédito
104271,pmw2026,102,2026-02-06 23:00:00,Shampoo,2,18.0,0.0,36.0,PIX
104272,pmw2026,101,2026-02-07 13:00:00,Detergente,2,2.5,0.0,5.0,PIX
104273,pmw2026,104,2026-03-07 18:00:00,Arroz 5kg,5,24.9,0.0,124.5,PIX
104274,pmw2026,104,2026-03-23 02:00:00,Arroz 5kg,1,24.9,0.0,24.9,PIX
104275,pmw2026,103,2026-01-11 08:00:00,Detergente,4,2.5,0.0,10.0,Cartão de Débito
104276,pmw2026,101,2026-02-24 11:00:00,Mussarela 1kg,4,45.9,0.0,183.6,Cartão de Crédito
104277,pmw2026,104,2026-03-18 02:00:00,Óleo de Soja,4,6.9,0.0,27.6,Cartão de Débito
104278,pmw2026,101,2026-03-23 04:00:00,Pão de Forma,4,7.5,0.0,30.0,Cartão de Crédito
104279,pmw2026,103,2026-02-18 01:00:00,Arroz 5kg,4,24.9,0.0,99.6,Cartão de Débito
104280,pmw2026,105,2026-01-25 07:00:00,Óleo de Soja,2,6.9,0.0,13.8,Cartão de Crédito
104281,pmw2026,105,2026-03-14 05:00:00,Óleo de Soja,4,6.9,20.93,6.67,Cartão de Débito
104282,pmw2026,104,2026-02-28 06:00:00,Mussarela 1kg,5,45.9,0.0,229.5,Dinheiro
104283,pmw2026,105,2026-01-29 22:00:00,Detergente,4,2.5,6.92,3.08,Dinheiro
104284,pmw2026,103,2026-01-10 16:00:00,Café 500g,5,16.9,0.0,84.5,PIX
104285,pmw2026,103,2026-03-15 02:00:00,Leite Integral,1,5.2,0.0,5.2,PIX
104286,pmw2026,101,2026-04-01 17:00:00,Café 500g,3,16.9,0.0,50.7,Dinheiro
104287,pmw2026,104,2026-01-16 23:00:00,Shampoo,5,18.0,0.0,90.0,PIX
104288,pmw2026,102,2026-01-02 09:00:00,Óleo de Soja,1,6.9,0.0,6.9,PIX
104289,pmw2026,101,2026-03-25 09:00:00,Arroz 5kg,4,24.9,0.0,99.6,Dinheiro
104290,pmw2026,103,2026-03-29 06:00:00,Arroz 5kg,1,24.9,0.0,24.9,Dinheiro
104291,pmw2026,105,2026-02-04 09:00:00,Shampoo,2,18.0,0.0,36.0,Cartão de Crédito
104292,pmw2026,101,2026-03-21 13:00:00,Pão de Forma,2,7.5,0.0,15.0,Cartão de Crédito
104293,pmw2026,102,2026-01-20 01:00:00,Mussarela 1kg,5,45.9,0.0,229.5,PIX
104294,pmw2026,103,2026-02-04 07:00:00,Detergente,3,2.5,0.0,7.5,Cartão de Débito
104295,pmw2026,104,2026-03-25 03:00:00,Leite Integral,2,5.2,0.0,10.4,Cartão de Débito
104296,pmw2026,103,2026-03-28 21:00:00,Feijão 1kg,5,8.5,0.0,42.5,Cartão de Débito
104297,pmw2026,105,2026-03-13 19:00:00,Patinho 1kg,1,38.9,0.0,38.9,Dinheiro
104298,pmw2026,103,2026-02-17 17:00:00,Patinho 1kg,4,38.9,0.0,155.6,Cartão de Crédito
104299,pmw2026,103,2026-01-12 06:00:00,Patinho 1kg,4,38.9,0.0,155.6,PIX
104300,pmw2026,101,2026-01-28 03:00:00,Detergente,4,2.5,0.0,10.0,PIX
104301,pmw2026,103,2026-02-08 20:00:00,Óleo de Soja,3,6.9,0.0,20.7,PIX
104302,pmw2026,104,2026-03-31 15:00:00,Café 500g,5,16.9,0.0,84.5,Cartão de Crédito
104303,pmw2026,103,2026-03-25 22:00:00,Óleo de Soja,5,6.9,0.0,34.5,PIX
104304,pmw2026,101,2026-01-27 04:00:00,Patinho 1kg,2,38.9,0.0,77.8,PIX
104305,pmw2026,101,2026-01-17 07:00:00,Café 500g,4,16.9,0.0,67.6,Dinheiro
104306,pmw2026,105,2026-01-02 19:00:00,Detergente,1,2.5,1.06,1.44,PIX
104307,pmw2026,102,2026-02-02 14:00:00,Café 500g,2,16.9,0.0,33.8,Cartão de Crédito
104308,pmw2026,103,2026-01-23 02:00:00,Feijão 1kg,3,8.5,0.0,25.5,Cartão de Crédito
104309,pmw2026,104,2026-01-05 07:00:00,Pão de Forma,5,7.5,0.0,37.5,PIX
104310,pmw2026,104,2026-02-04 02:00:00,Shampoo,4,18.0,0.0,72.0,PIX
104311,pmw2026,105,2026-01-21 13:00:00,Arroz 5kg,2,24.9,0.0,49.8,Cartão de Crédito
104312,pmw2026,103,2026-01-07 22:00:00,Arroz 5kg,2,24.9,0.0,49.8,PIX
104313,pmw2026,101,2026-03-29 13:00:00,Pão de Forma,3,7.5,0.0,22.5,Cartão de Crédito
104314,pmw2026,101,2026-03-18 17:00:00,Patinho 1kg,4,38.9,0.0,155.6,Cartão de Débito
104315,pmw2026,104,2026-01-18 06:00:00,Feijão 1kg,3,8.5,0.0,25.5,Cartão de Crédito
104316,pmw2026,105,2026-02-21 19:00:00,Óleo de Soja,2,6.9,0.0,13.8,Cartão de Débito
104317,pmw2026,104,2026-01-05 03:00:00,Detergente,2,2.5,0.0,5.0,Cartão de Crédito
104318,pmw2026,104,2026-01-01 03:00:00,Patinho 1kg,3,38.9,0.0,116.7,Dinheiro
104319,pmw2026,102,2026-01-17 18:00:00,Patinho 1kg,2,38.9,0.0,77.8,Cartão de Débito
104320,pmw2026,105,2026-01-02 13:00:00,Feijão 1kg,2,8.5,12.3,4.7,PIX
104321,pmw2026,101,2026-01-31 03:00:00,Café 500g,2,16.9,0.0,33.8,Cartão de Crédito
104322,pmw2026,104,2026-03-25 08:00:00,Mussarela 1kg,2,45.9,0.0,91.8,Dinheiro
104323,pmw2026,105,2026-01-15 15:00:00,Mussarela 1kg,4,45.9,0.0,183.6,Cartão de Crédito
104324,pmw2026,102,2026-03-02 12:00:00,Óleo de Soja,1,6.9,0.0,6.9,PIX
104325,pmw2026,105,2026-01-28 06:00:00,Arroz 5kg,3,24.9,0.0,74.7,PIX
104326,pmw2026,102,2026-02-02 15:00:00,Café 500g,3,16.9,0.0,50.7,Cartão de Crédito
104327,pmw2026,104,2026-01-18 10:00:00,Detergente,1,2.5,0.0,2.5,Dinheiro
104328,pmw2026,105,2026-01-22 05:00:00,Feijão 1kg,4,8.5,0.0,34.0,Cartão de Débito
104329,pmw2026,104,2026-02-28 22:00:00,Pão de Forma,5,7.5,0.0,37.5,PIX
104330,pmw2026,104,2026-02-23 05:00:00,Arroz 5kg,2,24.9,0.0,49.8,Dinheiro
104331,pmw2026,102,2026-03-15 01:00:00,Óleo de Soja,4,6.9,0.0,27.6,Cartão de Débito
104332,pmw2026,105,2026-02-05 15:00:00,Leite Integral,5,5.2,0.0,26.0,Cartão de Crédito
104333,pmw2026,103,2026-01-05 09:00:00,Mussarela 1kg,1,45.9,0.0,45.9,Cartão de Débito
104334,pmw2026,102,2026-03-23 12:00:00,Pão de Forma,3,7.5,0.0,22.5,Dinheiro
104335,pmw2026,105,2026-04-01 16:00:00,Óleo de Soja,5,6.9,23.01,11.49,Cartão de Débito
104336,pmw2026,105,2026-01-09 18:00:00,Arroz 5kg,2,24.9,0.0,49.8,Cartão de Débito
104337,pmw2026,101,2026-03-28 02:00:00,Mussarela 1kg,2,45.9,0.0,91.8,PIX
104338,pmw2026,102,2026-03-09 17:00:00,Shampoo,1,18.0,0.0,18.0,Dinheiro
104339,pmw2026,103,2026-03-16 07:00:00,Feijão 1kg,2,8.5,0.0,17.0,Cartão de Débito
104340,pmw2026,103,2026-03-27 20:00:00,Arroz 5kg,3,24.9,0.0,74.7,PIX
104341,pmw2026,102,2026-03-30 19:00:00,Detergente,4,2.5,0.0,10.0,Cartão de Débito
104342,pmw2026,104,2026-03-23 17:00:00,Leite Integral,4,5.2,0.0,20.8,Cartão de Débito
104343,pmw2026,102,2026-03-26 05:00:00,Patinho 1kg,1,38.9,0.0,38.9,PIX
104344,pmw2026,102,2026-01-06 05:00:00,Mussarela 1kg,1,45.9,0.0,45.9,Cartão de Débito
104345,pmw2026,102,2026-01-05 17:00:00,Patinho 1kg,5,38.9,0.0,194.5,Cartão de Débito
104346,pmw2026,105,2026-02-04 23:00:00,Shampoo,2,18.0,0.0,36.0,Cartão de Crédito
104347,pmw2026,104,2026-02-27 11:00:00,Leite Integral,5,5.2,0.0,26.0,Dinheiro
104348,pmw2026,102,2026-01-07 09:00:00,Feijão 1kg,5,8.5,0.0,42.5,PIX
104349,pmw2026,104,2026-01-28 16:00:00,Arroz 5kg,4,24.9,0.0,99.6,Dinheiro
104350,pmw2026,104,2026-02-16 08:00:00,Detergente,5,2.5,0.0,12.5,PIX
104351,pmw2026,103,2026-03-14 01:00:00,Mussarela 1kg,5,45.9,0.0,229.5,PIX
104352,pmw2026,104,2026-02-25 09:00:00,Café 500g,1,16.9,0.0,16.9,Dinheiro
104353,pmw2026,105,2026-03-25 03:00:00,Café 500g,1,16.9,0.0,16.9,Dinheiro
104354,pmw2026,101,2026-03-22 07:00:00,Leite Integral,4,5.2,0.0,20.8,PIX
104355,pmw2026,104,2026-01-27 00:00:00,Leite Integral,3,5.2,0.0,15.6,Cartão de Crédito
104356,pmw2026,104,2026-01-17 10:00:00,Feijão 1kg,2,8.5,0.0,17.0,Cartão de Débito
104357,pmw2026,102,2026-01-04 02:00:00,Café 500g,1,16.9,0.0,16.9,Cartão de Crédito
104358,pmw2026,101,2026-01-07 11:00:00,Óleo de Soja,4,6.9,0.0,27.6,Cartão de Crédito
104359,pmw2026,103,2026-02-19 16:00:00,Feijão 1kg,2,8.5,0.0,17.0,Dinheiro
104360,pmw2026,101,2026-02-04 00:00:00,Óleo de Soja,1,6.9,0.0,6.9,Dinheiro
104361,pmw2026,104,2026-02-19 23:00:00,Shampoo,3,18.0,0.0,54.0,PIX
104362,pmw2026,103,2026-03-10 10:00:00,Mussarela 1kg,5,45.9,0.0,229.5,Cartão de Crédito
104363,pmw2026,105,2026-03-05 01:00:00,Patinho 1kg,5,38.9,0.0,194.5,Cartão de Crédito
104364,pmw2026,101,2026-02-01 22:00:00,Óleo de Soja,3,6.9,0.0,20.7,Dinheiro
104365,pmw2026,105,2026-03-17 00:00:00,Óleo de Soja,3,6.9,0.0,20.7,Cartão de Débito
104366,pmw2026,104,2026-01-01 08:00:00,Mussarela 1kg,5,45.9,0.0,229.5,Cartão de Débito
104367,pmw2026,102,2026-02-04 16:00:00,Óleo de Soja,5,6.9,0.0,34.5,Cartão de Débito
104368,pmw2026,104,2026-03-15 09:00:00,Óleo de Soja,2,6.9,0.0,13.8,Cartão de Crédito
104369,pmw2026,101,2026-03-30 05:00:00,Pão de Forma,5,7.5,0.0,37.5,Dinheiro
104370,pmw2026,105,2026-03-16 01:00:00,Café 500g,5,16.9,61.21,23.29,Cartão de Crédito
104371,pmw2026,103,2026-03-03 06:00:00,Café 500g,4,16.9,0.0,67.6,Dinheiro
104372,pmw2026,104,2026-03-20 23:00:00,Pão de Forma,2,7.5,0.0,15.0,Cartão de Crédito
104373,pmw2026,102,2026-03-30 18:00:00,Detergente,4,2.5,0.0,10.0,PIX
104374,pmw2026,105,2026-01-28 14:00:00,Pão de Forma,3,7.5,0.0,22.5,Cartão de Crédito
104375,pmw2026,101,2026-03-05 04:00:00,Arroz 5kg,1,24.9,0.0,24.9,Cartão de Débito
104376,pmw2026,104,2026-03-28 23:00:00,Patinho 1kg,4,38.9,0.0,155.6,Cartão de Débito
104377,pmw2026,102,2026-02-01 12:00:00,Patinho 1kg,2,38.9,0.0,77.8,Cartão de Crédito
104378,pmw2026,101,2026-03-06 13:00:00,Detergente,3,2.5,0.0,7.5,Cartão de Débito
104379,pmw2026,104,2026-02-12 06:00:00,Café 500g,2,16.9,0.0,33.8,Cartão de Débito
104380,pmw2026,104,2026-01-08 12:00:00,Arroz 5kg,5,24.9,0.0,124.5,Cartão de Débito
104381,pmw2026,102,2026-01-21 10:00:00,Café 500g,3,16.9,0.0,50.7,Cartão de Débito
104382,pmw2026,105,2026-03-10 19:00:00,Arroz 5kg,2,24.9,23.56,26.24,Cartão de Débito
104383,pmw2026,105,2026-03-02 12:00:00,Café 500g,1,16.9,10.91,5.99,PIX
104384,pmw2026,102,2026-01-24 16:00:00,Feijão 1kg,5,8.5,0.0,42.5,PIX
104385,pmw2026,105,2026-02-03 20:00:00,Óleo de Soja,4,6.9,0.0,27.6,Cartão de Débito
104386,pmw2026,105,2026-02-20 10:00:00,Feijão 1kg,3,8.5,0.0,25.5,Dinheiro
104387,pmw2026,102,2026-01-24 04:00:00,Feijão 1kg,2,8.5,0.0,17.0,Dinheiro
104388,pmw2026,105,2026-02-13 18:00:00,Óleo de Soja,4,6.9,0.0,27.6,Dinheiro
104389,pmw2026,101,2026-01-08 05:00:00,Arroz 5kg,4,24.9,0.0,99.6,Cartão de Débito
104390,pmw2026,105,2026-01-25 08:00:00,Leite Integral,1,5.2,0.0,5.2,PIX
104391,pmw2026,101,2026-03-14 07:00:00,Café 500g,3,16.9,0.0,50.7,Dinheiro
104392,pmw2026,102,2026-03-20 04:00:00,Café 500g,1,16.9,0.0,16.9,Cartão de Crédito
104393,pmw2026,102,2026-01-29 11:00:00,Arroz 5kg,5,24.9,0.0,124.5,Dinheiro
104394,pmw2026,105,2026-03-28 22:00:00,Patinho 1kg,2,38.9,0.0,77.8,Cartão de Crédito
104395,pmw2026,103,2026-01-27 05:00:00,Pão de Forma,3,7.5,0.0,22.5,Cartão de Débito
104396,pmw2026,104,2026-01-27 00:00:00,Patinho 1kg,2,38.9,0.0,77.8,Cartão de Crédito
104397,pmw2026,101,2026-01-27 21:00:00,Mussarela 1kg,4,45.9,0.0,183.6,Cartão de Débito
104398,pmw2026,101,2026-01-29 10:00:00,Patinho 1kg,4,38.9,0.0,155.6,Cartão de Débito
104399,pmw2026,102,2026-01-05 13:00:00,Patinho 1kg,1,38.9,0.0,38.9,Cartão de Crédito
104400,pmw2026,103,2026-02-13 17:00:00,Shampoo,4,18.0,0.0,72.0,Cartão de Débito
104401,pmw2026,105,2026-02-01 23:00:00,Leite Integral,5,5.2,20.66,5.34,Cartão de Débito
104402,pmw2026,104,2026-01-17 14:00:00,Café 500g,5,16.9,0.0,84.5,Cartão de Crédito
104403,pmw2026,101,2026-01-31 08:00:00,Leite Integral,4,5.2,0.0,20.8,Dinheiro
104404,pmw2026,103,2026-02-23 21:00:00,Café 500g,5,16.9,0.0,84.5,Dinheiro
104405,pmw2026,105,2026-01-09 00:00:00,Óleo de Soja,2,6.9,0.0,13.8,Cartão de Débito
104406,pmw2026,102,2026-01-11 12:00:00,Óleo de Soja,5,6.9,0.0,34.5,PIX
104407,pmw2026,104,2026-01-01 04:00:00,Detergente,4,2.5,0.0,10.0,Cartão de Débito
104408,pmw2026,104,2026-03-13 02:00:00,Óleo de Soja,4,6.9,0.0,27.6,Dinheiro
104409,pmw2026,103,2026-02-07 06:00:00,Shampoo,5,18.0,0.0,90.0,Cartão de Crédito
104410,pmw2026,103,2026-01-28 20:00:00,Feijão 1kg,5,8.5,0.0,42.5,Cartão de Débito
104411,pmw2026,105,2026-02-26 15:00:00,Óleo de Soja,3,6.9,9.06,11.64,Dinheiro
104412,pmw2026,102,2026-02-14 21:00:00,Shampoo,5,18.0,0.0,90.0,PIX
104413,pmw2026,104,2026-03-24 16:00:00,Pão de Forma,1,7.5,0.0,7.5,Cartão de Crédito
104414,pmw2026,104,2026-02-28 00:00:00,Detergente,5,2.5,0.0,12.5,PIX
104415,pmw2026,104,2026-01-23 08:00:00,Leite Integral,1,5.2,0.0,5.2,Cartão de Débito
104416,pmw2026,105,2026-02-02 11:00:00,Café 500g,4,16.9,0.0,67.6,Cartão de Débito
104417,pmw2026,104,2026-03-03 11:00:00,Leite Integral,5,5.2,0.0,26.0,PIX
104418,pmw2026,102,2026-02-03 23:00:00,Leite Integral,5,5.2,0.0,26.0,Cartão de Débito
104419,pmw2026,102,2026-03-16 19:00:00,Patinho 1kg,3,38.9,0.0,116.7,Cartão de Débito
104420,pmw2026,105,2026-02-22 03:00:00,Leite Integral,4,5.2,0.0,20.8,Cartão de Débito
104421,pmw2026,101,2026-02-06 17:00:00,Patinho 1kg,5,38.9,0.0,194.5,Cartão de Crédito
104422,pmw2026,101,2026-03-05 13:00:00,Café 500g,2,16.9,0.0,33.8,PIX
104423,pmw2026,102,2026-01-04 14:00:00,Pão de Forma,1,7.5,0.0,7.5,PIX
104424,pmw2026,101,2026-02-15 03:00:00,Pão de Forma,4,7.5,0.0,30.0,Dinheiro
104425,pmw2026,104,2026-02-09 08:00:00,Café 500g,2,16.9,0.0,33.8,Cartão de Crédito
104426,pmw2026,102,2026-03-20 06:00:00,Mussarela 1kg,4,45.9,0.0,183.6,Cartão de Débito
104427,pmw2026,101,2026-01-31 12:00:00,Shampoo,2,18.0,0.0,36.0,PIX
104428,pmw2026,104,2026-01-15 08:00:00,Feijão 1kg,2,8.5,0.0,17.0,Cartão de Débito
104429,pmw2026,103,2026-01-16 12:00:00,Leite Integral,4,5.2,0.0,20.8,PIX
104430,pmw2026,105,2026-03-12 10:00:00,Pão de Forma,3,7.5,11.87,10.63,PIX
104431,pmw2026,103,2026-02-19 16:00:00,Detergente,5,2.5,0.0,12.5,Cartão de Débito
104432,pmw2026,105,2026-03-13 20:00:00,Shampoo,1,18.0,0.0,18.0,Cartão de Crédito
104433,pmw2026,101,2026-01-15 05:00:00,Arroz 5kg,3,24.9,0.0,74.7,Cartão de Débito
104434,pmw2026,105,2026-02-16 15:00:00,Patinho 1kg,5,38.9,0.0,194.5,PIX
104435,pmw2026,101,2026-03-20 14:00:00,Óleo de Soja,2,6.9,0.0,13.8,Cartão de Crédito
104436,pmw2026,102,2026-03-07 08:00:00,Detergente,1,2.5,0.0,2.5,Cartão de Crédito
104437,pmw2026,101,2026-02-24 11:00:00,Óleo de Soja,1,6.9,0.0,6.9,Cartão de Débito
104438,pmw2026,101,2026-01-23 21:00:00,Café 500g,2,16.9,0.0,33.8,Cartão de Crédito
104439,pmw2026,101,2026-03-05 03:00:00,Feijão 1kg,2,8.5,0.0,17.0,Cartão de Débito
104440,pmw2026,104,2026-01-27 14:00:00,Café 500g,4,16.9,0.0,67.6,Dinheiro
104441,pmw2026,104,2026-03-02 01:00:00,Leite Integral,5,5.2,0.0,26.0,Cartão de Crédito
104442,pmw2026,103,2026-02-04 23:00:00,Arroz 5kg,2,24.9,0.0,49.8,PIX
104443,pmw2026,103,2026-01-01 03:00:00,Óleo de Soja,5,6.9,0.0,34.5,PIX
104444,pmw2026,103,2026-02-10 02:00:00,Patinho 1kg,3,38.9,0.0,116.7,Cartão de Débito
104445,pmw2026,101,2026-02-18 01:00:00,Mussarela 1kg,3,45.9,0.0,137.7,Cartão de Crédito
104446,pmw2026,105,2026-02-03 20:00:00,Pão de Forma,2,7.5,0.0,15.0,Cartão de Débito
104447,pmw2026,101,2026-02-08 06:00:00,Pão de Forma,5,7.5,0.0,37.5,Cartão de Débito
104448,pmw2026,105,2026-03-03 23:00:00,Mussarela 1kg,2,45.9,0.0,91.8,Cartão de Débito
104449,pmw2026,103,2026-03-12 15:00:00,Arroz 5kg,4,24.9,0.0,99.6,Dinheiro
104450,pmw2026,103,2026-02-05 18:00:00,Mussarela 1kg,4,45.9,0.0,183.6,PIX
104451,pmw2026,102,2026-02-27 17:00:00,Leite Integral,3,5.2,0.0,15.6,Dinheiro
104452,pmw2026,104,2026-01-01 13:00:00,Detergente,5,2.5,0.0,12.5,PIX
104453,pmw2026,102,2026-02-17 14:00:00,Patinho 1kg,3,38.9,0.0,116.7,PIX
104454,pmw2026,105,2026-01-25 20:00:00,Mussarela 1kg,3,45.9,0.0,137.7,Dinheiro
104455,pmw2026,101,2026-01-07 10:00:00,Pão de Forma,5,7.5,0.0,37.5,Cartão de Débito
104456,pmw2026,103,2026-02-19 17:00:00,Shampoo,5,18.0,0.0,90.0,PIX
104457,pmw2026,103,2026-03-29 07:00:00,Mussarela 1kg,5,45.9,0.0,229.5,Dinheiro
104458,pmw2026,102,2026-02-15 12:00:00,Óleo de Soja,5,6.9,0.0,34.5,Cartão de Débito
104459,pmw2026,104,2026-02-09 18:00:00,Leite Integral,1,5.2,0.0,5.2,Cartão de Crédito
104460,pmw2026,102,2026-03-15 08:00:00,Café 500g,1,16.9,0.0,16.9,PIX
104461,pmw2026,102,2026-03-21 14:00:00,Detergente,1,2.5,0.0,2.5,PIX
104462,pmw2026,103,2026-01-11 19:00:00,Mussarela 1kg,3,45.9,0.0,137.7,Cartão de Débito
104463,pmw2026,102,2026-02-04 20:00:00,Pão de Forma,1,7.5,0.0,7.5,Cartão de Débito
104464,pmw2026,102,2026-03-03 17:00:00,Patinho 1kg,3,38.9,0.0,116.7,Cartão de Crédito
104465,pmw2026,101,2026-03-19 07:00:00,Shampoo,3,18.0,0.0,54.0,Cartão de Débito
104466,pmw2026,101,2026-03-27 05:00:00,Leite Integral,4,5.2,0.0,20.8,PIX
104467,pmw2026,101,2026-02-02 12:00:00,Pão de Forma,2,7.5,0.0,15.0,Dinheiro
104468,pmw2026,102,2026-01-08 05:00:00,Mussarela 1kg,5,45.9,0.0,229.5,Dinheiro
104469,pmw2026,104,2026-01-27 01:00:00,Café 500g,1,16.9,0.0,16.9,Cartão de Crédito
104470,pmw2026,105,2026-01-08 09:00:00,Mussarela 1kg,3,45.9,0.0,137.7,Cartão de Débito
104471,pmw2026,103,2026-03-26 20:00:00,Café 500g,3,16.9,0.0,50.7,Cartão de Crédito
104472,pmw2026,103,2026-01-21 03:00:00,Patinho 1kg,2,38.9,0.0,77.8,Cartão de Débito
104473,pmw2026,103,2026-01-28 20:00:00,Shampoo,4,18.0,0.0,72.0,PIX
104474,pmw2026,105,2026-03-16 01:00:00,Óleo de Soja,4,6.9,0.0,27.6,Dinheiro
104475,pmw2026,102,2026-01-11 19:00:00,Leite Integral,4,5.2,0.0,20.8,Cartão de Crédito
104476,pmw2026,104,2026-01-12 05:00:00,Café 500g,1,16.9,0.0,16.9,Dinheiro
104477,pmw2026,103,2026-02-14 11:00:00,Pão de Forma,5,7.5,0.0,37.5,Dinheiro
104478,pmw2026,104,2026-01-15 17:00:00,Café 500g,1,16.9,0.0,16.9,PIX
104479,pmw2026,101,2026-01-24 20:00:00,Patinho 1kg,2,38.9,0.0,77.8,Cartão de Débito
104480,pmw2026,103,2026-03-14 23:00:00,Shampoo,3,18.0,0.0,54.0,Cartão de Crédito
104481,pmw2026,101,2026-01-21 23:00:00,Feijão 1kg,1,8.5,0.0,8.5,PIX
104482,pmw2026,104,2026-03-14 05:00:00,Leite Integral,5,5.2,0.0,26.0,Cartão de Crédito
104483,pmw2026,101,2026-01-15 15:00:00,Patinho 1kg,4,38.9,0.0,155.6,PIX
104484,pmw2026,102,2026-02-05 23:00:00,Patinho 1kg,2,38.9,0.0,77.8,PIX
104485,pmw2026,104,2026-01-11 08:00:00,Arroz 5kg,4,24.9,0.0,99.6,PIX
104486,pmw2026,104,2026-03-15 03:00:00,Café 500g,4,16.9,0.0,67.6,Cartão de Débito
104487,pmw2026,103,2026-04-01 19:00:00,Detergente,2,2.5,0.0,5.0,Dinheiro
104488,pmw2026,102,2026-02-13 03:00:00,Café 500g,5,16.9,0.0,84.5,Cartão de Crédito
104489,pmw2026,104,2026-03-11 03:00:00,Feijão 1kg,1,8.5,0.0,8.5,Cartão de Débito
104490,pmw2026,104,2026-01-02 14:00:00,Detergente,5,2.5,0.0,12.5,Dinheiro
104491,pmw2026,104,2026-03-10 20:00:00,Pão de Forma,3,7.5,0.0,22.5,Cartão de Débito
104492,pmw2026,105,2026-02-13 02:00:00,Leite Integral,1,5.2,0.0,5.2,PIX
104493,pmw2026,104,2026-01-19 20:00:00,Mussarela 1kg,3,45.9,0.0,137.7,Dinheiro
104494,pmw2026,104,2026-03-06 18:00:00,Café 500g,1,16.9,0.0,16.9,Cartão de Crédito
